Product Name,PLU,UOM,Step,Property Clarification,Weight,Nutrients Protein,Nutrients Fat,Nutrients Carbs,Nutrients Calories,Score
Шоколад Alpen Gold Фундук молочный 80г,4329955,шт,1.0,80 г,80.0,6.1,30.0,58.0,533.0,6.33
Шоколад Воздушный белый пористый 80г,4357764,шт,1.0,80 г,80.0,4.4,27.0,66.0,528.0,6.0
Шоколад Россия-Щедрая Душа молочный 82г,4121223,шт,1.0,82 г,82.0,6.5,30.0,59.0,539.0,4.67
Шоколад Milka с фундуком молочный 80г,4353872,шт,1.0,80 г,80.0,6.4,32.0,56.0,545.0,6.67
Шоколад молочный Kinder Chocolate Country со злаками 23.5г,71031,шт,1.0,24 г,24.0,8.6,33.8,54.9,561.0,5.33
Шоколад Alpen Gold Фундук и изюм молочный 80г,4329958,шт,1.0,80 г,80.0,5.4,25.0,60.0,495.0,6.0
Шоколад молочный Степ Арахис и карамель 90г,4242775,шт,1.0,90 г,90.0,9.3,28.7,52.1,491.0,6.0
Шоколад Аленка молочный 75г,4371953,шт,1.0,75 г,75.0,7.0,32.0,56.0,540.0,7.0
Шоколад горький Россия-Щедрая Душа Российский 70% 82г,4121220,шт,1.0,82 г,82.0,11.0,41.0,31.0,569.0,22.5
Шоколад Alpen Gold Миндаль и кокос белый 80г,4329942,шт,1.0,80 г,80.0,5.9,31.0,59.0,541.0,6.0
Шоколад молочный Ritter Sport Цельный лесной орех 100г,3490515,шт,1.0,100 г,100.0,9.0,39.0,46.0,576.0,6.67
Шоколад молочный Россия-Щедрая Душа Кофе с молоком с добавлением кофе 82г,4121224,шт,1.0,82 г,82.0,7.0,29.0,55.0,517.0,6.0
"Шоколад молочный и белый Россия - Щедрая Душа Кокос, вафля 82г",4121217,шт,1.0,82 г,82.0,4.8,32.0,61.0,551.0,6.67
Шоколад молочный Левушка Детям с молочной начинкой 50г,4320658,шт,1.0,50 г,50.0,6.0,36.0,55.0,561.0,4.33
Шоколад Россия-Щедрая Душа молочный Шоколадные пузырьки пористый 75г,4121221,шт,1.0,75 мл,75.0,6.5,30.0,59.0,539.0,6.0
Шоколад белый Alpen Gold Пинаколада манго-ананас-маракуйя с кокосовой стружкой и воздушным рисом 80г,4147243,шт,1.0,80 г,80.0,4.5,27.0,64.0,519.0,5.0
"Шоколад Alpen Gold Maxfun c фруктовыми кусочками, взрывной карамелью и шипучими шариками молочный 140г",4357769,шт,1.0,140 г,140.0,4.8,25.0,64.0,505.0,5.0
Шоколад молочный Алёнка 15г,3601839,шт,1.0,15 г,15.0,7.0,34.0,53.0,550.0,6.0
Шоколад Milka Bubbles пористый молочный 72г,4353881,шт,1.0,72 г,72.0,5.7,30.0,59.0,534.0,6.0
Шоколад Milka с карамельной начинкой молочный 90г,3468707,шт,1.0,90 г,90.0,3.9,24.0,62.0,481.0,5.0
Шоколад Nelly молочный с молочной начинкой 100г,3638770,шт,1.0,100 г,100.0,3.5,35.0,55.0,561.0,6.33
Шоколад Alpen Gold Чернично-йогуртовая начинка молочный 80г,4329957,шт,1.0,80 г,80.0,4.0,33.0,59.0,551.0,4.5
Шоколад Аленка Много молока молочный 75г,4371954,шт,1.0,75 г,75.0,8.0,33.0,54.0,550.0,6.0
Шоколад Воздушный молочный пористый 80г,4357765,шт,1.0,80 г,80.0,5.3,27.0,62.0,522.0,6.33
Шоколад молочный Ritter Sport с клубнично-йогуртовой начинкой и кусочками клубники 100г,3921800,шт,1.0,100 г,100.0,6.0,36.0,53.0,561.0,6.33
Шоколад Бабаевский Люкс темный 90г,4262140,шт,1.0,90 г,90.0,5.5,33.0,52.0,540.0,7.0
Шоколад Ritter Sport Белый Цельный лесной орех и хлопья 100г,3490517,шт,1.0,100 г,100.0,7.9,40.0,48.0,584.0,6.33
"Шоколад Alpen Gold Maxfun со взрывной карамелью, мармеладом и печеньем молочный 140г",4357767,шт,1.0,140 г,140.0,5.1,23.0,65.0,498.0,6.67
Шоколад Коммунарка темный с пюре из клюквы 200г,4346488,шт,1.0,200 г,200.0,2.4,25.8,57.2,471.0,5.67
Шоколад Коммунарка Truffles с начинкой элит темный 200г,4347952,шт,1.0,200 г,200.0,5.4,36.0,51.5,552.0,6.67
Шоколад Milka Клубника со сливками молочный 80г,4353874,шт,1.0,80 г,80.0,3.9,29.0,61.0,526.0,5.33
Шоколад Milka с цельным миндалем молочный 80г,4353877,шт,1.0,80 г,80.0,8.6,34.0,51.0,551.0,6.67
Шоколад Вдохновение Классический 100г,11600,шт,1.0,100 г,100.0,7.5,40.0,43.0,580.0,7.67
Шоколад Alpen Gold молочный с начинкой со вкусом капучино 80г,4329960,шт,1.0,80 г,80.0,5.6,36.0,52.5,560.0,5.5
Шоколад Milka Extra с фундуком молочный 140г,4353889,шт,1.0,140 г,140.0,6.6,33.0,55.0,547.0,6.67
Шоколад Ulker молочный с ореховым кремом и цельным фундуком 75г,4316125,шт,1.0,75 г,75.0,7.1,33.0,50.0,535.0,7.0
Шоколад Milka Mmmax цельный фундук и карамель молочный 270г,4372538,шт,1.0,270 г,270.0,5.0,34.0,55.0,553.0,6.33
Шоколад Россия-Щедрая Душа Голд Gold Selection Вкус шампанское 240г,4364250,шт,1.0,204 г,204.0,6.4,31.0,54.0,528.0,5.33
Шоколад Россия-Щедрая Душа фундук с изюмом 82г,4121186,шт,1.0,82 г,82.0,6.5,29.0,59.0,525.0,6.67
Шоколад Alpen Gold МaxFun со взрывной карамелью шоколадным драже мармеладом и карамелью со вкусом апельсина белый 140г,4363968,шт,1.0,140 г,140.0,4.2,24.0,68.0,511.0,4.0
Шоколад Belgian Tradition темный с цедрой апельсина 100г,4317027,шт,1.0,100 г,100.0,4.9,28.8,52.7,508.0,5.67
Шоколад Россия-Щедрая душа Gold Selection Ар-р-рахис с соленой карамельной начинкой молочный 196г,4354959,шт,1.0,196 г,196.0,7.3,31.0,54.0,533.0,6.33
Шоколад Alpen Gold Два Шоколада молочный 85г,4356448,шт,1.0,85 г,85.0,4.1,30.0,62.0,540.0,6.67
Шоколад Milka Bubbles Пористый c кокосовой начинкой молочный 87г,4353884,шт,1.0,87 г,87.0,4.8,33.0,58.0,552.0,5.67
Шоколад Красный Октябрь Аленка молочный 200г,3426468,шт,1.0,200 г,200.0,7.0,34.0,53.0,550.0,6.67
Шоколад Belgian Tradition темный с вишней 100г,4317026,шт,1.0,100 г,100.0,5.5,32.2,48.9,528.0,6.0
Шоколад Славянка Левушка детям с начинкой со вкусом пломбира молочный 85г,4366514,шт,1.0,85 г,85.0,6.0,36.0,55.0,560.0,4.33
Шоколад Milka Mmmax молочный 260г,4358117,шт,1.0,260 г,260.0,5.7,30.0,59.0,534.0,6.33
Шоколад Milka Extra с цельным миндалем молочный 140г,4353888,шт,1.0,140 г,140.0,9.5,35.0,48.0,556.0,6.0
Шоколад Alpen Gold со вкусом чизкейка с добавлением сухого сыра и кусочками печенья Oreo молочный 85г,4353446,шт,1.0,85 г,85.0,4.6,30.0,60.0,537.0,6.33
Шоколад Россия-Щедрая душа Голд Селекшн с кусочками печенья и вкусом имбиря молочный и белый 196г,4356443,шт,1.0,196 г,196.0,7.6,33.0,53.0,547.0,6.67
Шоколад Коммунарка темный с пюре из черной смородины 200г,4346491,шт,1.0,200 г,200.0,2.4,25.8,57.2,471.0,5.67
Шоколад Cuisine Royale молочный с цельным фундуком 175г,4229183,шт,1.0,175 г,175.0,6.4,37.0,51.0,568.0,6.67
Плитка кондитерская Красная Цена молочная 100г,3682173,шт,1.0,100 г,100.0,2.0,30.0,66.0,540.0,7.0
Шоколад Milla Vanilla пористый молочный 85г,4329626,шт,1.0,85 г,85.0,5.0,27.0,61.0,510.0,6.33
Шоколад Ritter Sport Соленый Миндаль с Медом молочный 100г,4258929,шт,1.0,100 г,100.0,9.0,35.0,50.0,551.0,7.0
Плитка Ulker Caramio молочная с карамельной начинкой 55г,4316124,шт,1.0,55 г,55.0,6.5,26.0,63.0,515.0,5.33
Шоколад Славянка Левушка детям с клубничной начинкой молочный 85г,4366513,шт,1.0,85 г,85.0,6.0,36.0,55.0,560.0,4.33
Шоколад На меду Вкус & Польза белый 37% 60г,4376446,шт,1.0,60 г,60.0,9.0,46.0,38.0,600.0,7.0
Шоколад Bucheron Blanc Edition молочный 85г,4354622,шт,1.0,85 г,85.0,5.5,30.0,58.0,525.0,5.67
Шоколад Cuisine Royale молочный 175г,4229184,шт,1.0,175 г,175.0,5.0,29.0,62.0,529.0,6.33
Шоколад Bucheron Blanc Edition с орехами молочный 85г,4335315,шт,1.0,85 г,85.0,7.0,31.0,55.0,530.0,4.33
Шоколад Alpen Gold Нежная клубника молочный 85г,4356447,шт,1.0,85 г,85.0,4.3,30.0,61.0,538.0,5.67
Шоколад Milka Mmmax арахис-карамель молочный 270г,4372537,шт,1.0,270 г,270.0,8.2,33.0,51.0,543.0,5.67
Шоколад Alpen Gold с шоколадной начинкой и кусочками печенья Орео молочный 85г,4353447,шт,1.0,85 г,85.0,4.8,29.0,61.0,527.0,6.0
Шоколад На меду Вкус & Польза горький 70% 60г,4376375,шт,1.0,60 г,60.0,8.0,42.6,36.0,560.0,6.33
Шоколад Россия - щедрая душа! Gold Selection молочный с цельным фундуком 85г,4261602,шт,1.0,85 г,85.0,7.7,34.0,52.0,557.0,6.0
Шоколад Milka Extra с фундуком и изюмом молочный 140г,4353887,шт,1.0,140 г,140.0,5.9,28.0,57.0,513.0,6.0
Шоколад Спартак горький с апельсином 95г,4334690,шт,1.0,95 г,95.0,5.5,30.0,53.0,520.0,4.67
Шоколад Спартак молочный с соленой карамелью 95г,4334695,шт,1.0,95 г,95.0,5.5,31.0,58.0,540.0,6.0
Шоколад Спартак молочный 95г,4382199,шт,1.0,95 г,95.0,6.0,34.0,55.0,540.0,6.67
Шоколадный батончик Snickers Super 80г,4133363,шт,1.0,80 г,80.0,8.0,25.4,58.8,499.0,4.0
Батончик шоколадный Picnic грецкий орех 52г,3419777,шт,1.0,52 г,52.0,5.6,27.0,57.5,495.0,6.67
Конфеты вафельные Славянка Обыкновенное чудо сливочные 55г,3444677,шт,1.0,55 г,55.0,6.0,29.0,56.0,510.0,4.67
Батончик вафельный Kinder Bueno 43г,58314,шт,1.0,43 г,43.0,8.6,37.3,49.5,572.0,5.33
Шоколад Kinder Макси молочный с молочной начинкой 21г,2134727,шт,1.0,21 г,21.0,8.7,35.0,53.5,566.0,3.67
Шоколадный батончик Twix Xtra Соленая карамель  82г,4275607,шт,1.0,82 г,82.0,4.1,23.7,64.8,492.0,3.33
Шоколад Snaq Fabriq молочный со сливочной начинкой 34г,4287178,шт,1.0,34 г,34.0,9.0,36.0,11.0,466.0,6.67
Конфеты Toffifee Лесной орех в карамели 125г,21473,шт,1.0,125 г,125.0,6.0,28.0,59.0,522.0,4.67
Конфеты Raffaello с цельным миндалем в кокосовой обсыпке 70г,3912029,шт,1.0,70 г,70.0,7.2,48.6,38.3,628.0,4.0
Конфеты Raffaello Миндаль и кокос 150г,18162,шт,1.0,150 г,150.0,7.4,483.0,38.6,627.0,4.67
Конфеты Milla Vanilla Трюфель классический 200г,4232923,шт,1.0,200 г,200.0,5.7,36.0,55.0,572.0,3.67
Конфеты Milla Vanilla с кокосовой стружкой 150г,4273338,шт,1.0,150 г,150.0,6.1,34.1,54.9,551.0,6.67
Набор конфет Merci шоколадные ассорти 8 видов шоколада 250г,22245,шт,1.0,250 г,250.0,7.4,36.3,49.7,562.0,5.0
Конфеты Ferrero Rocher Молочный шоколад и лесной орех 125г,3415206,шт,1.0,125 г,125.0,8.2,42.7,44.4,592.0,4.67
Набор конфет Коркунов из темного и молочного шоколада 165г,4297371,шт,1.0,165 г,165.0,6.7,36.0,50.3,559.0,6.33
Конфеты Комильфо Фисташка шоколадные с двухслойной начинкой 116г,5232,шт,1.0,116 г,116.0,8.2,40.0,46.0,584.0,4.67
"Конфеты Комильфо Дольче Че Лече c нежной начинкой со вкусом сливок, карамельной начинкой и с печеньем шоколадные 84г",4371600,шт,1.0,84 г,84.0,6.1,31.0,53.0,518.0,4.33
Набор конфет Красный Октябрь Третьяковская галерея ассорти в ассортименте 240г,3149767,шт,1.0,240 г,240.0,5.5,28.0,54.0,563.0,5.0
"Конфеты Henry Lambertz с марципаном, фисташкой и нугой, покрытые молочным и белым шоколадом 200г",4360749,шт,1.0,200 г,200.0,6.8,27.4,57.5,509.0,4.67
Конфеты Toffifee Рождественский Поезд 250г,3649018,шт,1.0,250 г,250.0,5.9,28.7,58.5,516.0,3.0
"Плитки шоколада Коркунов молочный, темный, молочный с дробленным фундуком 87г",4293140,шт,1.0,87 г,87.0,6.7,32.7,51.5,538.0,6.33
Конфеты Ferrero Rocher Молочный шоколад и лесной орех 200г,24705,шт,1.0,200 г,200.0,8.2,42.7,44.4,603.0,3.33
Конфеты Madame Pompadour с начинкой из вишневого сока и бренди в темном шоколаде 150г,4371815,шт,1.0,150 г,150.0,2.8,19.0,56.0,448.0,5.0
"Конфеты Milango Amber с фундуком, карамелью, нугой и молочным шоколадом 125г",4257855,шт,1.0,125 г,125.0,4.6,28.8,58.0,518.0,34.75
Конфеты Vandenbulcke Морские ракушки шоколадные с начинкой пралине 250г,4363370,шт,1.0,250 г,250.0,3.5,35.0,53.0,548.0,5.67
Набор кондитерской продукции Alpen Gold 152.45г,4377670,шт,1.0,153 г,153.0,5.9,29.0,58.0,527.0,5.67
Конфеты Рот Фронт батончики,3036204,кг,0.2,Цена за 100 г,200.0,10.7,29.5,53.2,514.0,4.67
Конфеты Конти Живинка со вкусом арбуза,3381876,кг,0.2,Цена за 100 г,200.0,0.0,0.3,80.0,310.0,5.33
Конфеты Акконд Отломи,3215871,кг,0.2,Цена за 100 г,200.0,9.0,24.0,52.0,460.0,3.33
Конфеты Snickers Minis,3215964,кг,0.2,Цена за 100 г,200.0,8.0,25.4,59.1,499.0,5.33
Конфеты Twix Minis шоколадные с карамелью,3215967,кг,0.2,Цена за 100 г,200.0,3.9,24.0,65.4,119.0,6.0
"Конфеты ДаЁжъ с карамелью, арахисом и криспи",3967887,кг,0.2,Цена за 100 г,200.0,7.5,27.0,53.0,480.0,6.0
Конфеты Яшкино Чио Рио,78001574,кг,0.2,Цена за 100 г,200.0,6.0,28.0,56.0,500.0,3.0
Конфеты Konti Золотая лилия,78005698,кг,0.2,Цена за 100 г,200.0,3.5,28.0,60.0,500.0,4.67
Конфеты Красная цена Молочные,4263859,кг,0.2,Цена за 100 г,200.0,1.5,4.0,87.0,390.0,5.67
Конфеты Озорная Пчелка желейные,3021051,кг,0.2,Цена за 100 г,200.0,0.1,0.1,82.6,332.0,5.33
Конфеты Золотой Степ Славянка глазированные,3661254,кг,0.2,Цена за 100 г,200.0,10.0,27.4,51.4,498.0,5.33
